Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
0.01,-80.0,6400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.02,-80.0,6400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.03,-80.0,6400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.04,-79.9994,6399.9,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.129099
0.05,-79.9964,6399.42,0.666666,1.0,0.0,1.0,0.0,1.0,0.0,0.480794
0.06,-79.9874,6397.99,0.666666,1.0,0.0,1.0,0.0,1.0,0.0,1.15379
0.07,-79.971,6395.38,0.666665,1.0,0.0,1.0,0.0,1.0,0.0,1.95008
0.08,-79.95,6392.02,0.666663,1.0,0.0,1.0,0.0,1.0,0.0,2.7138
0.09,-79.9159,6386.57,0.666661,1.0,0.0,1.0,0.0,1.0,0.0,3.52796
0.1,-79.8801,6380.87,0.666658,1.0,0.0,1.0,0.0,1.0,0.0,3.99573
0.11,-79.8362,6373.87,0.666655,1.0,0.0,1.0,0.0,1.0,0.0,4.54639
0.12,-79.7944,6367.22,0.666653,1.0,0.0,1.0,0.0,1.0,0.0,4.66819
0.13,-79.7458,6359.48,0.666648,0.9999750000000001,2.4987499999999998e-05,1.0,0.0,1.0,0.0,5.23168
0.14,-79.687,6350.13,0.666643,0.9999,9.98e-05,1.0,0.0,1.0,0.0,5.68828
0.15,-79.6404,6342.71,0.66664,0.999925,7.48875e-05,0.9999499999999999,4.995000000000001e-05,1.0,0.0,5.58499
0.16,-79.5739,6332.15,0.666636,0.999875,0.0001234435,0.9999,0.0001004225,1.0,0.0,5.76097
0.17,-79.5091,6321.89,0.666628,0.9997450000000001,0.0002536995,0.999465,0.00052744,1.0,0.0,6.3562
0.18,-79.4088,6306.02,0.666613,0.99847,0.00148142,0.9990650000000001,0.00091631,0.9999750000000001,2.4987499999999998e-05,7.84852
0.19,-79.3873,6302.56,0.66662,0.999665,0.000332139,0.999525,0.000468035,0.9999750000000001,2.4987499999999998e-05,6.19425
0.2,-79.2607,6282.58,0.666599,0.9989000000000001,0.001126995,0.9988699999999999,0.001105655,0.9997999999999999,0.0001992,8.02852
0.21,-79.2417,6279.56,0.666601,0.9986750000000001,0.0012904799999999999,0.9991300000000001,0.00089555,0.999925,7.3641e-05,7.11554
0.22,-79.1691,6268.12,0.666588,0.998765,0.0012533050000000001,0.998165,0.001816315,0.9999549999999999,4.37117e-05,7.71636
0.23,-78.9639,6235.86,0.666549,0.9968199999999999,0.00302939,0.9975949999999999,0.00234045,0.99939,0.000604385,10.5103
0.24,-78.827,6214.43,0.666509,0.995345,0.004578335,0.99749,0.0026631849999999998,0.9973750000000001,0.0024871850000000003,12.914
0.25,-78.8704,6221.16,0.666534,0.99597,0.00423353,0.9962099999999999,0.0037495000000000002,0.999695,0.00030190450000000004,10.0032
0.26,-78.249,6124.42,0.666343,0.9914949999999999,0.00886415,0.99247,0.00709685,0.99853,0.001678545,22.3641
0.27,-78.1361,6106.47,0.666402,0.994195,0.00563805,0.9934900000000001,0.00809055,0.995465,0.004586175,16.8709
0.28,-77.9824,6083.04,0.666284,0.9882799999999999,0.0121126,0.990165,0.009861350000000001,0.99199,0.00805055,22.6669
