Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
0.01,-120.0,14400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.02,-120.0,14400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.03,-120.0,14400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.04,-120.0,14400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.05,-120.0,14400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.06,-120.0,14400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.07,-120.0,14400.0,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.08,-119.999,14399.7,0.666667,1.0,0.0,1.0,0.0,1.0,0.0,0.144663
0.09,-119.995,14398.9,0.666666,1.0,0.0,1.0,0.0,1.0,0.0,0.374636
0.1,-119.992,14398.1,0.666666,1.0,0.0,1.0,0.0,1.0,0.0,0.514459
0.11,-119.986,14396.7,0.666666,1.0,0.0,1.0,0.0,1.0,0.0,0.752072
0.12,-119.969,14392.7,0.666665,1.0,0.0,1.0,0.0,1.0,0.0,1.35185
0.13,-119.964,14391.4,0.666664,1.0,0.0,1.0,0.0,1.0,0.0,1.47157
0.14,-119.944,14386.7,0.666663,1.0,0.0,0.999985,1.56201e-05,1.0,0.0,1.89178
0.15,-119.914,14379.4,0.666661,1.0,0.0,0.9999750000000001,2.4987499999999998e-05,1.0,0.0,2.66112
0.16,-119.896,14375.1,0.66666,0.99997,2.81092e-05,0.9999499999999999,4.995000000000001e-05,1.0,0.0,2.83384
0.17,-119.861,14366.8,0.666657,0.9999750000000001,2.248985e-05,0.999915,8.610100000000001e-05,1.0,0.0,3.57883
0.18,-119.811,14354.8,0.666655,0.9998950000000001,0.00010291250000000001,0.9999750000000001,2.4987499999999998e-05,1.0,0.0,3.94777
0.19,-119.785,14348.6,0.666652,0.9997999999999999,0.0001992,0.9998400000000001,0.000157625,1.0,0.0,4.2782
0.2,-119.741,14338.1,0.666649,0.999695,0.0003031395,0.99976,0.000240705,1.0,0.0,4.69353
0.21,-119.516,14284.5,0.666631,0.9995900000000001,0.00040663799999999996,0.9914,0.0071929,1.0,0.0,8.62638
0.22,-119.649,14316.1,0.666644,0.9995749999999999,0.0004195445,0.9996700000000001,0.000327822,1.0,0.0,5.0064
0.23,-119.61,14306.8,0.666641,0.99936,0.000633635,0.9996449999999999,0.0003518635,1.0,0.0,5.3372
0.24,-119.553,14293.3,0.666635,0.99921,0.0007787299999999999,0.99925,0.0007381450000000001,1.0,0.0,5.9502
0.25,-119.479,14275.8,0.666629,0.99892,0.00112787,0.999265,0.000722375,1.0,0.0,6.49292
