Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
0.46,-1.80898,332.758,0.645145,0.825577,0.22307000000000002,0.8334550000000001,0.214023,0.160947,0.119062,26.0668
0.47,-1.78565,324.413,0.644761,0.81836,0.227389,0.81493,0.229521,0.165793,0.126016,25.1567
0.48,-1.75799,314.51,0.644939,0.8060579999999999,0.247811,0.810975,0.22774,0.15132,0.0930976,23.6879
0.49,-1.73777,307.875,0.642761,0.80371,0.235462,0.790998,0.286837,0.15429500000000002,0.100711,24.5384
0.5,-1.72283,302.369,0.643647,0.7878000000000001,0.25889700000000004,0.791465,0.26525699999999997,0.15478,0.0977065,22.2235
0.51,-1.67941,288.022,0.640458,0.769763,0.29828899999999997,0.77369,0.281938,0.146235,0.0698732,22.9963
0.52,-1.66294,283.235,0.637861,0.761097,0.330468,0.7638469999999999,0.29423699999999997,0.14916000000000001,0.0802629,24.7652
0.53,-1.6468699999999998,278.045,0.63653,0.750575,0.328587,0.753993,0.312701,0.15457700000000002,0.0986805,24.3032
0.54,-1.60506,264.523,0.633772,0.738957,0.317871,0.7284550000000001,0.36697799999999997,0.149838,0.0875997,23.6657
0.55,-1.58276,257.936,0.631517,0.729255,0.335266,0.718293,0.391221,0.14742,0.0780634,24.5355
0.56,-1.56935,253.645,0.631141,0.720545,0.370099,0.7144429999999999,0.364357,0.145925,0.0755289,23.471
0.57,-1.52568,240.466,0.62709,0.70165,0.36221800000000004,0.695195,0.37496399999999996,0.138552,0.0587195,23.6846
0.58,-1.50891,235.414,0.626397,0.691695,0.393005,0.6904980000000001,0.393445,0.13669,0.05838839999999999,22.9894
0.59,-1.49176,230.678,0.623582,0.6862199999999999,0.407301,0.67727,0.415503,0.13757999999999998,0.056122399999999996,23.3916
0.6,-1.4740199999999999,225.284,0.622539,0.6776679999999999,0.4178,0.665998,0.430501,0.14211800000000002,0.06251870000000001,22.2518
0.61,-1.44603,217.761,0.618458,0.661932,0.431431,0.656965,0.44963499999999995,0.137482,0.0564881,23.273
0.62,-1.42187,211.33,0.612826,0.655302,0.43253899999999995,0.636592,0.473337,0.141895,0.0705781,23.8291
0.63,-1.38712,201.818,0.609427,0.6397999999999999,0.452295,0.6229199999999999,0.49502199999999996,0.135062,0.0486087,23.7042
0.64,-1.38002,199.799,0.609008,0.623682,0.45925399999999994,0.6315299999999999,0.448339,0.13444,0.050378900000000004,22.8332
0.65,-1.3693199999999999,196.629,0.60884,0.61494,0.49771299999999996,0.624193,0.43635,0.142102,0.07085129999999999,21.5994
0.66,-1.3477000000000001,191.344,0.603737,0.604475,0.49080500000000005,0.616115,0.451588,0.13820300000000002,0.0561032,22.3034
